X,Y,OBJECTID,OrganizationId,ESDCode,ESDNum,ESDName,LEACode,LEAName,ShortName,PhysicalAddress,MailingAddress,AdministratorName,AdministratorEmail,Phone,Website,County,Counties,CongressionalDistricts,LegislativeDistricts,Type,TransportationRegion
1664497.42186581,452181.224304552,4950,100071,39801,105,Educational Service District 105,39090,East Valley School District (Yakima),East Valley (Yakima),"2002 BEAUDRY RD, YAKIMA, Washington, 98901-8012","2002 BEAUDRY RD, YAKIMA, Washington, 98901-8012",John  Schieche,schieche.john@evsd90.org,(509)573-7320,https://www.evsd90.org,Yakima,Yakima,4,15,Public School District,4
1194835.32293921,1132360.76829378,4951,100158,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,Mount Vernon,"124 E LAWRENCE ST, MOUNT VERNON, Washington, 98273-2999","124 E LAWRENCE ST, MOUNT VERNON, Washington, 98273-2999",Ismael  Vivanco,ivivanco@mvsd320.org,(360)428-6181,http://www.mv.k12.wa.us,Skagit,Skagit,"1, 2","10, 40",Public School District,3
1212583.51773867,945505.640661212,4952,100159,29801,189,Northwest Educational Service District 189,31006,Mukilteo School District,Mukilteo,"9401 SHARON DR, EVERETT, Washington, 98204-2699","9401 SHARON DR, EVERETT, Washington, 98204-2699",Alison  Brynelson,BrynelsonAX@mukilteo.wednet.edu,(425)356-1220,https://www.mukilteoschools.org,Snohomish,Snohomish,2,"21, 38",Public School District,3
1591529.87747617,508623.979123454,4953,100160,39801,105,Educational Service District 105,39003,Naches Valley School District,Naches Valley,"24 SHAFER AVE, NACHES, Washington, 98937-9744","PO BOX 99, NACHES, Washington, 98937-9744",ROBERT  BOWMAN,RBOWMAN@NVSD.ORG,(509)653-2220,http://www.nvsd.org/,Yakima,"Kittitas, Yakima","4, 8",14,Public School District,4
1036030.47036258,463167.123869587,4954,100161,34801,113,Capital Region ESD 113,21014,Napavine School District,Napavine,"413 E PARK ST, Napavine, Washington, 98565-0840","PO BOX 840, Napavine, Washington, 98565-0840",SHANE  SCHUTZ,sschutz@napavineschools.org,(360)262-3303,http://www.napavineschools.org/,Lewis,Lewis,3,20,Public School District,1
807326.631695637,397916.97907217,4955,100162,06801,112,Educational Service District 112,25155,Naselle-Grays River Valley School District,Naselle-Grays River Valley,"793 STATE ROUTE 4, NASELLE, Washington, 98638-8541","793 STATE ROUTE 4, NASELLE, Washington, 98638-8541",Lisa  Nelson,lnelson@naselleschools.org,(360)484-7121,http://www.naselle.wednet.edu/,Pacific,"Pacific, Wahkiakum",3,19,Public School District,1
2009611.62961194,1036451.48543599,4956,100163,04801,171,North Central Educational Service District 171,24014,Nespelem School District #14,Nespelem #14,"229 SCHOOLHOUSE LOOP RD, NESPELEM, Washington, 99155-0291","PO BOX 291, NESPELEM, Washington, 99155-0291",Effie  Dean,edean@nsdeagles.org,(509)634-4541,https://www.nsdeagles.org,Okanogan,Okanogan,4,12,Public School District,5
2479650.92536111,1055284.2095292,4957,100164,32801,101,Educational Service District 101,26056,Newport School District,Newport,"1380 W 5TH, NEWPORT, Washington, 99156-0070","PO BOX 70, NEWPORT, Washington, 99156-0070",David E. Smith,smithdave@newportgriz.com,(509)447-3167 Ext.4501,https://www.newportgriz.com/,Pend Oreille,"Pend Oreille, Spokane",5,7,Public School District,5
2364990.0860329,906016.07511691,4958,100165,32801,101,Educational Service District 101,32325,Nine Mile Falls School District,Nine Mile Falls,"10110 W CHARLES RD, NINE MILE FALLS, Washington, 99026-8623","10110 W CHARLES RD, NINE MILE FALLS, Washington, 99026-8623",Brian L Talbott,btalbott@9mile.org,(509)340-4303,https://www.9mile.org,Spokane,"Spokane, Stevens",5,7,Public School District,5
1205828.26328677,1329370.32556863,4959,100166,29801,189,Northwest Educational Service District 189,37506,Nooksack Valley School District,Nooksack Valley,"3326 E BADGER RD, EVERSON, Washington, 98247-9232","PO BOX 4307, EVERSON, Washington, 98247-9232",Mark  Johnson,mark.johnson@nooksackschools.org,(360)988-4754,https://www.nv.k12.wa.us/,Whatcom,Whatcom,1,42,Public School District,3
728283.645840007,635304.863171553,4960,100167,34801,113,Capital Region ESD 113,14064,North Beach School District,North Beach,"336 STATE ROUTE 113, OCEAN SHORES, Washington, 98569-9563","PO BOX 159, OCEAN SHORES, Washington, 98569-9563",Andrew E. Kelly,akelly@northbeachschools.org,(360)289-2447,https://www.northbeachschools.org,Grays Harbor,Grays Harbor,6,24,Public School District,1
2049217.53884982,489209.827211003,4961,100168,11801,123,Educational Service District 123,11051,North Franklin School District,North Franklin,"1100 W CLARK ST, CONNELL, Washington, 99326-0829","PO BOX 829, CONNELL, Washington, 99326-0829",Jim   Jacobs,jjacobs@nfsd.org,(509)234-2021,https://www.nfsd.org/,Franklin,"Adams, Franklin",4,9,Public School District,4
1116904.88070313,880836.879864888,4962,100169,18801,114,Olympic Educational Service District 114,18400,North Kitsap School District,North Kitsap,"18360 Caldart Ave NE, Poulsbo, Washington, 98370","18360 Caldart Ave NE, Poulsbo, Washington, 98370",Dr. Laura H. Evans,levans@nkschools.org,(360)396-3001,http://www.nkschools.org,Kitsap,Kitsap,6,23,Public School District,2
1060929.72631843,767541.213065168,4963,100170,18801,114,Olympic Educational Service District 114,23403,North Mason School District,North Mason,"250 East Campus Drive, Belfair, Washington, 98528","250 East Campus Drive, Belfair, Washington, 98528",Dana  Rosenbach,drosenbach@northmasonschools.org,(360)277-2300,https://www.northmasonschools.org/,Mason,"Kitsap, Mason",6,35,Public School District,2
893093.543730186,539961.224650241,4964,100171,34801,113,Capital Region ESD 113,25200,North River School District,North River,"2867 N RIVER RD, COSMOPOLIS, Washington, 98537-9743","2867 N RIVER RD, COSMOPOLIS, Washington, 98537-9743",Lindsey  Maehlum,lmaehlum@nr.k12.wa.us,(360)532-3079,http://www.nr.k12.wa.us/,Pacific,"Grays Harbor, Pacific","3, 6",19,Public School District,1
1061197.9967234,634909.675787181,4965,100172,34801,113,Capital Region ESD 113,34003,North Thurston Public Schools,North Thurston,"305 COLLEGE ST NE, LACEY, Washington, 98516-5390","305 COLLEGE ST NE, LACEY, Washington, 98516-5390",Debra  Clemens,superintendent@nthurston.k12.wa.us,(360)412-4413,https://www.nthurston.k12.wa.us/,Thurston,Thurston,10,"2, 22",Public School District,1
2292814.18769753,1316810.87791822,4966,100173,32801,101,Educational Service District 101,33211,Northport School District,Northport,"404 10TH ST, NORTHPORT, Washington, 99157-1280","404 10TH ST PO Box 1280, NORTHPORT, Washington, 99157-1280",Don Patrick Baribault,dbaribault@northportschools.org,(509)732-4430,https://www.northportschools.org/,Stevens,Stevens,5,7,Public School District,5
1224909.29657977,895621.513037782,4967,100174,17801,121,Puget Sound Educational Service District 121,17417,Northshore School District,Northshore,"3330 Monte Villa Parkway, BOTHELL, Washington, 98021-8972","3330 Monte Villa Parkway, BOTHELL, Washington, 98021-8972",Michelle  Reid,mreid@nsd.org,(425)408-7701,https://www.nsd.org,King,"King, Snohomish","1, 2","1, 45, 46",Public School District,2
1115220.96843981,1087717.63523633,4968,100175,29801,189,Northwest Educational Service District 189,15201,Oak Harbor School District,Oak Harbor,"350 S OAK HARBOR ST, OAK HARBOR, Washington, 98277-5015","350 S OAK HARBOR ST, OAK HARBOR, Washington, 98277-5015",Lance  Gibbon,lgibbon@ohsd.net,(360)279-5008,https://www.ohsd.net/,Island,Island,2,10,Public School District,3
2451027.63962482,670610.943678994,4969,100176,32801,101,Educational Service District 101,38324,Oakesdale School District,Oakesdale,"FIRST & MCCOY, OAKESDALE, Washington, 99158-0228","PO BOX 228, OAKESDALE, Washington, 99158-0228",Jake  Dingman,jdingman@gonighthawks.net,(509)285-5296,https://www.gonighthawks.net/,Whitman,Whitman,5,9,Public School District,5
954932.442766201,561819.553247724,4970,100177,34801,113,Capital Region ESD 113,14400,Oakville School District,Oakville,"103 SCHOOL ST, OAKVILLE, Washington, 98568-0090","PO BOX H, OAKVILLE, Washington, 98568-0090",Richard  Staley,rstaley@oakvilleschools.org,(360)273-0171,https://www.oakvilleschools.org/,Grays Harbor,"Grays Harbor, Lewis","3, 6",19,Public School District,1
743698.393262735,390487.160410237,4971,100178,06801,112,Educational Service District 112,25101,Ocean Beach School District,Ocean Beach,"500 Washington Ave S, Long Beach, Washington, 98631-0000","PO Box 778, Long Beach, Washington, 98631-0778",Amy  Huntley,amy.huntley@oceanbeachschools.org,(360)642-3739,https://www.ocean.k12.wa.us/,Pacific,Pacific,3,19,Public School District,1
739894.603064006,578115.746846688,4972,100179,34801,113,Capital Region ESD 113,14172,Ocosta School District,Ocosta,"2580 S MONTESANO ST, WESTPORT, Washington, 98595-9746","2580 S MONTESANO ST, WESTPORT, Washington, 98595-9746",Heather  Sweet,hsweet@ocosta.org,(360)268-9125 Ext.1000,https://www.ocosta.org/,Grays Harbor,"Grays Harbor, Pacific","3, 6",19,Public School District,1
2089393.95946516,733566.354605133,4973,100180,32801,101,Educational Service District 101,22105,Odessa School District,Odessa,"311 S FIRST ST, ODESSA, Washington, 99159-0248","PO BOX 248, ODESSA, Washington, 99159-0248",Dan  Read,readd@odessa.wednet.edu,(509)982-2668,https://www.odessa.wednet.edu/,Lincoln,"Adams, Grant, Lincoln","4, 5",13,Public School District,5
1863730.69501893,1106070.38670427,4974,100181,04801,171,North Central Educational Service District 171,24105,Okanogan School District,Okanogan,"115 ROSE ST., OKANOGAN, Washington, 98840-0592","PO BOX 592, OKANOGAN, Washington, 98840-0592",Ashley  Goetz,agoetz@oksd.wednet.edu,(509)422-3629,https://www.oksd.wednet.edu,Okanogan,Okanogan,4,7,Public School District,4
1045257.92378855,632706.655368966,4975,100182,34801,113,Capital Region ESD 113,34111,Olympia School District,Olympia,"111 BETHEL ST. NE, OLYMPIA, Washington, 98506","111 BETHEL ST. NE, OLYMPIA, Washington, 98506",Patrick  Murphy,pmurphy@osd.wednet.edu,(360)596-6117,https://osd.wednet.edu/,Thurston,Thurston,10,"22, 35",Public School District,1
1874186.80896749,1124000.02303162,4976,100183,04801,171,North Central Educational Service District 171,24019,Omak School District,Omak,"619 W BARTLETT AVE, OMAK, Washington, 98841-9700","PO BOX 833, OMAK, Washington, 98841-9700",Michael L Porter,mporter@omaksd.org,(509)826-0320,http://www.omaksd.org/,Okanogan,Okanogan,4,"7, 12",Public School District,4
1082248.74347553,462930.644247671,4977,100184,34801,113,Capital Region ESD 113,21300,Onalaska School District,Onalaska,"540 CARLISLE AVE, ONALASKA, Washington, 98570-9654","540 CARLISLE AVE, ONALASKA, Washington, 98570-9654",Jeff  Davis,jdavis@onysd.wednet.edu,(360)978-4111,http://www.onysd.wednet.edu/,Lewis,Lewis,3,20,Public School District,1
2289455.09535656,1269575.12859702,4978,100185,32801,101,Educational Service District 101,33030,Onion Creek School District,Onion Creek,"2006 LOTZE CREEK RD, COLVILLE, Washington, 99114-8602","2006 LOTZE CREEK RD, COLVILLE, Washington, 99114-8602",Bill  Glidewell,bglidewell@ocsd30.org,(509)732-4240,https://www.ocsd30.org/,Stevens,Stevens,5,7,Public School District,5
1059648.63287238,1236351.78943772,4979,100186,29801,189,Northwest Educational Service District 189,28137,Orcas Island School District,Orcas Island,"557 SCHOOL RD, EASTSOUND, Washington, 98245-9457","557 SCHOOL RD, EASTSOUND, Washington, 98245-9457",Eric   Webb,ewebb@orcas.k12.wa.us,(360)376-1501,http://www.orcasislandschools.org,San Juan,San Juan,2,40,Public School District,3
2424194.74182861,889288.553031104,4980,100187,32801,101,Educational Service District 101,32123,Orchard Prairie School District,Orchard Prairie,"7626 N. Orchard Prairie Road, SPOKANE, Washington, 99203","7626 N ORCHARD PRAIRIE RD, SPOKANE, Washington, 99217-9766",Howard  King,hking@orchardprairie.org,(509)467-9517,Not Available,Spokane,Spokane,5,4,Public School District,5
2193168.04902273,1297386.29116529,4981,100188,32801,101,Educational Service District 101,10065,Orient School District,Orient,"374 4th Ave, ORIENT, Washington, 99160","374 4th Ave, ORIENT, Washington, 99160",Sherry  Cowbrough,sherry.cowbrough@orientsd.org,(509)684-6873,http://www.orientsd.org/,Ferry,"Ferry, Stevens",5,7,Public School District,5
1710319.28248782,841466.784005404,4982,100189,04801,171,North Central Educational Service District 171,09013,Orondo School District,Orondo,"100 ORONDO SCHOOL RD, ORONDO, Washington, 98843-9723","100 ORONDO SCHOOL RD, ORONDO, Washington, 98843-9723",Dr. Ismael  Vivanco,ivivanco@orondo.wednet.edu,(509)784-1333,https://www.orondo.wednet.edu,Douglas,Douglas,4,12,Public School District,4
1895513.27303621,1314752.57684681,4983,100190,04801,171,North Central Educational Service District 171,24410,Oroville School District,Oroville,"816 JUNIPER, OROVILLE, Washington, 98844-0000","816 JUNIPER, OROVILLE, Washington, 98844-0000",Jeff  Hardesty,jeff.hardesty@oroville.wednet.edu,(509)476-2281,https://oroville.wednet.edu,Okanogan,Okanogan,4,7,Public School District,4
1215432.67534052,649017.249106485,4984,100191,17801,121,Puget Sound Educational Service District 121,27344,Orting School District,Orting,"121 Whitesell St NE, ORTING, Washington, 98360-8403","121 Whitesell St NE, ORTING, Washington, 98360-8403",Tony  Apostle,apostlet@orting.wednet.edu,(360)893-6500,https://www.ortingschools.org/,Pierce,Pierce,8,2,Public School District,2
1972649.91595443,542777.87092712,4985,100192,11801,123,Educational Service District 123,01147,Othello School District,Othello,"1025 S 1st Ave, OTHELLO, Washington, 99344-1463","1025 S 1st Ave, OTHELLO, Washington, 99344-1463",Chris  Hurst,churst@othelloschools.org,(509)488-2659,https://www.othelloschools.org/,Adams,"Adams, Franklin, Grant",4,9,Public School District,4
1784963.72217797,760206.353088526,4986,100193,04801,171,North Central Educational Service District 171,09102,Palisades School District,Palisades,"1114 PALISADES RD, PALISADES, Washington, 98845-9609","1114 PALISADES RD, PALISADES, Washington, 98845-9609",Eric  Johnson,ericj@ncesd.org,(509)884-8071,https://www.palisd.org/,Douglas,Douglas,4,12,Public School District,4
2497083.07296374,594498.087012761,4987,100194,32801,101,Educational Service District 101,38301,Palouse School District,Palouse,"600 E ALDER ST, PALOUSE, Washington, 99161-8780","600 E ALDER ST, PALOUSE, Washington, 99161-8780",Calvin Leon Johnson,cjohnson@garpal.net,(509)878-1921,https://www.garpal.net/,Whitman,Whitman,5,9,Public School District,5
1993858.30051107,329438.543697686,4988,100195,11801,123,Educational Service District 123,11001,Pasco School District,Pasco,"1215 W LEWIS ST, PASCO, Washington, 99301-5472","1215 W LEWIS ST, PASCO, Washington, 99301-5472",Michelle I. Whitney,mwhitney@psd1.org,(509)543-6700,https://www.psd1.org/,Franklin,Franklin,4,"9, 16",Public School District,4
1785721.87771739,991872.725209518,4989,100196,04801,171,North Central Educational Service District 171,24122,Pateros School District,Pateros,"344 W BEACH ST, PATEROS, Washington, 98846-0098","PO BOX 98, PATEROS, Washington, 98846-0098",Greg  Goodnight,ggoodnight@pateros.org,(509)923-2751,https://www.pateros.org/,Okanogan,"Chelan, Okanogan","4, 8",12,Public School District,4
1867203.90473331,222204.219261375,4990,100197,11801,123,Educational Service District 123,03050,Paterson School District,Paterson,"51409 W PRIOR RD, PATERSON, Washington, 99345-0189","PO BOX 189, PATERSON, Washington, 99345-0189",Monica  Burnett,monicab@patersonschool.org,(509)875-2601,https://www.patersonschool.org/,Benton,Benton,4,16,Public School District,4
936874.63757446,465249.904873413,4991,100198,34801,113,Capital Region ESD 113,21301,Pe Ell School District,Pe Ell,"519 NORTH 2ND, PE ELL, Washington, 98572-0368","PO BOX 368, PE ELL, Washington, 98572-0368",Kyle  MacDonald,kmacdonald@peell.k12.wa.us,(360)291-3244,https://www.peell.k12.wa.us/,Lewis,"Lewis, Pacific",3,20,Public School District,1
1115628.4970326,755214.44395342,4992,100199,17801,121,Puget Sound Educational Service District 121,27401,Peninsula School District,Peninsula,"14015 62ND AVE NW, GIG HARBOR, Washington, 98332-8698","14015 62ND AVE NW, GIG HARBOR, Washington, 98332-8698",Arthur  Jarvis,jarvisa@psd401.net,(253)530-1002,https://www.psd401.net/,Pierce,Pierce,6,26,Public School District,2
1019472.15090662,712061.275870377,4993,100200,34801,113,Capital Region ESD 113,23402,Pioneer School District,Pioneer,"112 E. Spencer Lake Road, SHELTON, Washington, 98584","112 E. Spencer Lake Road, SHELTON, Washington, 98584-7306",Jill  Diehl,jdiehl@psd402.org,(360)426-9115,https://www.psd402.org,Mason,Mason,6,35,Public School District,1
2371607.5323389,429047.08210381,4994,100201,11801,123,Educational Service District 123,12110,Pomeroy School District,Pomeroy,"121 S 10th Street, POMEROY, Washington, 99347-0950","PO BOX 950, POMEROY, Washington, 99347-0950",Rachel  Gwinn,rgwinn@psd.wednet.edu,(509)843-3393,https://psd.wednet.edu/,Garfield,"Columbia, Garfield",5,9,Public School District,5
923818.698234006,1027882.48560886,4995,100202,18801,114,Olympic Educational Service District 114,05121,Port Angeles School District,Port Angeles,"905 W 9TH ST, PORT ANGELES, Washington, 98363-7275","905 W 9TH ST, PORT ANGELES, Washington, 98363-7275",Martin A Brewer,mbrewer@portangelesschools.org,(360)457-8575,https://www.portangelesschools.org/,Clallam,Clallam,6,24,Public School District,2
1086046.98136654,1023181.06379138,4996,100203,18801,114,Olympic Educational Service District 114,16050,Port Townsend School District,Port Townsend,"1610 Blaine St., Port Townsend, Washington, 98368","1610 Blaine St., Port Townsend, Washington, 98368",Sandra  Gessner-Crabtree,sgessner@ptschools.org,(360)379-4501,https://www.ptschools.org/,Jefferson,Jefferson,6,24,Public School District,2
2191561.08492624,359158.664971257,4997,100204,11801,123,Educational Service District 123,36402,Prescott School District,Prescott,"207 SOUTH A  STREET, PRESCOTT, Washington, 99348-0065","PO Box 65, PRESCOTT, Washington, 99348-0065",Justin  Bradford,jbradford@prescott.k12.wa.us,(509)849-2217,https://www.prescott.k12.wa.us/,Walla Walla,"Columbia, Walla Walla",5,16,Public School District,4
1825228.73035125,318724.871217933,4998,100205,11801,123,Educational Service District 123,03116,Prosser School District,Prosser,"1500 Grant Ave, PROSSER, Washington, 99350","1500 Grant Ave, PROSSER, Washington, 99350",Matthew  Ellis,matt.ellis@prosserschools.org,(509)786-3323,http://www.prosserschools.org/,Benton,"Benton, Klickitat","3, 4",16,Public School District,4
2472575.35074607,524760.14280021,4999,100206,32801,101,Educational Service District 101,38267,Pullman School District,Pullman,"240 SE DEXTER ST, PULLMAN, Washington, 99163-3585","240 SE DEXTER ST, PULLMAN, Washington, 99163-3585",Robert  Maxwell,rmaxwell@psd267.org,(509)332-3144,https://www.pullmanschools.org/,Whitman,Whitman,5,9,Public School District,5
1194584.28723363,682225.924497695,5000,100207,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,Puyallup,"302 2ND ST SE, PUYALLUP, Washington, 98372-3220","PO BOX 370, PUYALLUP, Washington, 98372-3220",John A Polm Jr.,polmjja@puyallup.k12.wa.us,(253)840-8950,https://www.puyallup.k12.wa.us/,Pierce,Pierce,"8, 10","2, 25, 31",Public School District,2
1057042.02561324,917007.468905874,5001,100209,18801,114,Olympic Educational Service District 114,16048,Quilcene School District,Quilcene,"294715 HWY 101, QUILCENE, Washington, 98376-0040","PO BOX 40, QUILCENE, Washington, 98376-0040",Frank  Redmon,fredmon@qsd48.org,(360)765-2902,https://www.qsd48.org,Jefferson,Jefferson,6,24,Public School District,2
688715.167833304,976518.632890163,5002,100210,18801,114,Olympic Educational Service District 114,05402,Quillayute Valley School District,Quillayute Valley,"411 S SPARTAN AVE, FORKS, Washington, 98331-0060","411 S Spartan Ave, FORKS, Washington, 98331",Diana   Reaume,diana.reaume@qvschools.org,(360)374-6262,https://www.qvschools.org,Clallam,"Clallam, Jefferson",6,"24, 29",Public School District,2
800274.115022393,793411.598458553,5003,100211,34801,113,Capital Region ESD 113,14097,Lake Quinault School District,Lake Quinault,"6130 HWY 101 N, AMANDA PARK, Washington, 98526-0038","PO BOX 38, AMANDA PARK, Washington, 98526-0038",Keith  Samplawski,ksamplawski@lakequinaultschools.org,(360)288-2260,https://www.lakequinaultschools.org/,Grays Harbor,Grays Harbor,6,24,Public School District,1
1800562.75386583,692543.224559787,5004,100212,04801,171,North Central Educational Service District 171,13144,Quincy School District,Quincy,"119 J ST SW, QUINCY, Washington, 98848-1330","119 J ST SW, QUINCY, Washington, 98848-1330",John L Boyd,jboyd@qsd.wednet.edu,(509)787-4571,https://www.qsd.wednet.edu/,Grant,"Douglas, Grant",4,"12, 13",Public School District,4
1092882.24800169,575007.634274594,5005,100213,34801,113,Capital Region ESD 113,34307,Rainier School District,Rainier,"207 CENTRE ST, RAINIER, Washington, 98576-0098","PO BOX 98, RAINIER, Washington, 98576-0098",Bryon  Bahr,bahrb@rainier.wednet.edu,(360)446-2207,https://www.rainier.wednet.edu,Thurston,Thurston,"3, 10",2,Public School District,1
831303.724204494,509584.23304159,5006,100214,34801,113,Capital Region ESD 113,25116,Raymond School District,Raymond,"1016 COMMERCIAL ST, RAYMOND, Washington, 98577-2631","1016 COMMERCIAL ST, RAYMOND, Washington, 98577-2631",Steve  Holland,sholland@raymondk12.org,(360)942-3415,https://raymondk12.org/,Pacific,Pacific,3,19,Public School District,1
2286966.28503452,862359.109585705,5007,100215,32801,101,Educational Service District 101,22009,Reardan-Edwall School District,Reardan-Edwall,"116 S Lake Street, REARDAN, Washington, 99029-0225","PO BOX 225, REARDAN, Washington, 99029-0225",Eric J Sobotta,esobotta@reardansd.net,(509)869-3231,http://www.reardan.net,Lincoln,"Lincoln, Spokane",5,13,Public School District,5
1214893.597156,785395.185619739,5008,100216,17801,121,Puget Sound Educational Service District 121,17403,Renton School District,Renton,"300 SW 7TH ST, RENTON, Washington, 98057","300 SW 7TH ST, RENTON, Washington, 98057",Damien  Pattenaude,damien.pattenaude@rentonschools.us,(425)204-2341,https://www.rentonschools.us/,King,King,9,"11, 37, 41",Public School District,2
2069301.03701623,1211855.23054955,5009,100217,32801,101,Educational Service District 101,10309,Republic School District,Republic,"30306 E HIGHWAY 20, REPUBLIC, Washington, 99166-8746","30306 E HIGHWAY 20, REPUBLIC, Washington, 99166-8746",Kevin  Young,kyoung@republicsd.org,(509)775-3173,https://www.republic309.org/,Ferry,"Ferry, Okanogan","4, 5",7,Public School District,5
1945396.61574541,345348.935604398,5010,100218,11801,123,Educational Service District 123,03400,Richland School District,Richland,"615 SNOW AVE, RICHLAND, Washington, 99352-3899","615 SNOW AVE, RICHLAND, Washington, 99352-3899",Shelley  Redinger,Shelley.Redinger@rsd.edu,(509)967-6001,https://www.rsd.edu,Benton,Benton,4,8,Public School District,4
1068874.67388582,184120.882129694,5011,100219,06801,112,Educational Service District 112,06122,Ridgefield School District,Ridgefield,"510 PIONEER STREET, RIDGEFIELD, Washington, 98642-9088","510 PIONEER STREET, RIDGEFIELD, Washington, 98642-9088",Nathan  McCann,nathan.mccann@ridgefieldsd.org,(360)619-1302,https://www.ridgefieldsd.org,Clark,Clark,3,18,Public School District,1
2171115.13327067,660742.35850673,5012,100220,32801,101,Educational Service District 101,01160,Ritzville School District,Ritzville,"209 E WELLSANDT RD, RITZVILLE, Washington, 99169-1600","209 E WELLSANDT RD, RITZVILLE, Washington, 99169-1600",Donald  Vanderholm,dvanderholm@lrschools.org,(509)659-1660,https://www.lrschools.org/,Adams,"Adams, Lincoln","4, 5",9,Public School District,5
2412010.94642681,976553.08662759,5013,100221,32801,101,Educational Service District 101,32416,Riverside School District,Riverside,"34515 N NEWPORT HWY, CHATTAROY, Washington, 99003-7706","34515 N NEWPORT HWY, CHATTAROY, Washington, 99003-7706",Ken  Russell,ken.russell@rsdmail.org,(509)464-8201,https://www.riversidesd.org,Spokane,"Pend Oreille, Spokane",5,7,Public School District,5
990570.393015988,553657.860350016,5014,100223,34801,113,Capital Region ESD 113,34401,Rochester School District,Rochester,"10140 HIGHWAY 12 SW, ROCHESTER, Washington, 98579-9601","10140 HIGHWAY 12 SW, ROCHESTER, Washington, 98579-9601",Kimberly M. Fry,kfry@rochester.wednet.edu,(360)273-5536,https://www.rochester.wednet.edu,Thurston,"Grays Harbor, Lewis, Thurston","3, 10",20,Public School District,1
1712081.60600514,148795.207188435,5015,100224,06801,112,Educational Service District 112,20403,Roosevelt School District,Roosevelt,"615 CHINOOK AVE, ROOSEVELT, Washington, 99356-0248","PO BOX 248, ROOSEVELT, Washington, 99356-0248",Tom  Whitmore,twhitmor@esd112.wednet.edu,(509)384-5462,https://www.rooseveltschooldistrict.net/,Klickitat,Klickitat,3,14,Public School District,1
2418133.96305742,707656.160375677,5016,100225,32801,101,Educational Service District 101,38320,Rosalia School District,Rosalia,"916 S JOSEPHINE AVE, ROSALIA, Washington, 99170-9550","916 S JOSEPHINE AVE, ROSALIA, Washington, 99170-9550",Richard  Linehan,rlinehan@rosaliaschools.org,(509)523-3061,https://www.rosaliaschools.org,Whitman,"Spokane, Whitman",5,9,Public School District,5
1858668.61412257,576255.886345868,5017,100226,39801,105,Educational Service District 105,13160,Royal School District,Royal,"901 Ahlers Rd, Royal City, Washington, 99357-0486","PO Box 486, Royal City, Washington, 99357-0486",Roger  Trail,rtrail@royalsd.org,(509)346-2222,https://royalsd.org/,Grant,Grant,4,13,Public School District,4
1029497.22500709,1177060.38682127,5018,100227,29801,189,Northwest Educational Service District 189,28149,San Juan Island School District,San Juan Island,"285 BLAIR STREET, FRIDAY HARBOR, Washington, 98250-0458","PO BOX 458, FRIDAY HARBOR, Washington, 98250-0458",Calvin Frederick Woods,fredwoods@sjisd.org,(360)370-7905,https://www.sjisd.wednet.edu,San Juan,San Juan,2,40,Public School District,3
896974.523647704,622927.348998287,5019,100228,34801,113,Capital Region ESD 113,14104,Satsop School District,Satsop,"853 MONTE ELMA RD, SATSOP, Washington, 98583-0096","PO BOX 96, SATSOP, Washington, 98583-0096",Marsha  Hendrick,mhendrick.satsop@gmail.com,(360)482-5330,http://www.satsopschool.org/,Grays Harbor,Grays Harbor,6,24,Public School District,1
1188690.42769745,824774.306883512,5020,100229,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Seattle,"2445 3RD AVE S, SEATTLE, Washington, 98134-1165","PO BOX 34165, SEATTLE, Washington, 98124-1165",Denise  Juneau,superintendent@seattleschools.org,(206)252-0180,https://www.seattleschools.org/,King,King,"7, 9","11, 32, 34, 36, 37, 43, 46",Public School District,2
1215405.22572878,1161380.19711393,5021,100230,29801,189,Northwest Educational Service District 189,29101,Sedro-Woolley School District,Sedro-Woolley,"801 TRAIL RD, SEDRO WOOLLEY, Washington, 98284-9387","801 TRAIL RD, SEDRO WOOLLEY, Washington, 98284-9387",Phil  Brockman,pbrockman@swsd.k12.wa.us,(360)855-3500,https://www.swsd.k12.wa.us/,Skagit,"Skagit, Whatcom","1, 2","10, 39",Public School District,3
1631752.90343274,481358.85068573,5022,100231,39801,105,Educational Service District 105,39119,Selah School District,Selah,"316 W NACHES AVE , SELAH, Washington, 98942-1117","316 W NACHES AVE , SELAH, Washington, 98942-1117",Shane  Backlund,ShaneBacklund@selah.k12.wa.us,(509)698-8002,https://www.selahschools.org/,Yakima,"Kittitas, Yakima","4, 8","13, 15",Public School District,4
2393259.39436857,1301884.20959353,5023,100232,32801,101,Educational Service District 101,26070,Selkirk School District,Selkirk,"219 Park St, METALINE FALLS, Washington, 99153-0129","PO BOX 129, METALINE FALLS, Washington, 99153-0129",Nancy  Lotze,nlotze@selkirkschools.org,(509)446-2951,https://www.selkirkschools.org,Pend Oreille,Pend Oreille,5,7,Public School District,5
1004209.73262176,1013779.35427163,5024,100233,18801,114,Olympic Educational Service District 114,05323,Sequim School District,Sequim,"503 N SEQUIM AVE, SEQUIM, Washington, 98382-3161","503 N SEQUIM AVE, SEQUIM, Washington, 98382-3161",Jane  Pryne,jpryne@sequimschools.org,(360)582-3260,http://www.sequimschools.org/,Clallam,"Clallam, Jefferson",6,24,Public School District,2
